feature_id,feature_label,omics_layer,original_primary_candidate_tier,evidence_tier,recalculated_manuscript_evidence_tier,tier_match_flag,tier_mismatch_reason,source_status,notes
metabolite__Creatine,Creatine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Creatinine,Creatinine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__DepthorAltitudeMeters,DepthorAltitudeMeters,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Dodecanoic_acid,Dodecanoic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Glucose,Glucose,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Glutamine,Glutamine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Glycine,Glycine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Homovanillic_acid,Homovanillic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Hypoxanthine,Hypoxanthine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Isoleucine,Isoleucine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N1_rep1,LFQ.intensity.N1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N1_rep2,LFQ.intensity.N1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N2_rep1,LFQ.intensity.N2_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N2_rep2,LFQ.intensity.N2_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N3_rep1,LFQ.intensity.N3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N3_rep2,LFQ.intensity.N3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N4_rep1,LFQ.intensity.N4_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N4_rep2,LFQ.intensity.N4_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.N5_rep2,LFQ.intensity.N5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.UC1_rep1,LFQ.intensity.UC1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.UC1_rep2,LFQ.intensity.UC1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.UC3_rep1,LFQ.intensity.UC3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.UC3_rep2,LFQ.intensity.UC3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.UC5_rep1,LFQ.intensity.UC5_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__LFQ.intensity.UC5_rep2,LFQ.intensity.UC5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Lactic_acid,Lactic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Leucine,Leucine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Linoleic_acid,Linoleic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Methionine,Methionine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Mol..weight..kDa,Mol..weight..kDa.,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N-Acetyalanine,N-Acetyalanine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N-Acetylglucosamine,N-Acetylglucosamine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N-Acetylputrescine,N-Acetylputrescine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N-Methylnicotinamide,N-Methylnicotinamide,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N1,N1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N2,N2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N3,N3,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N4,N4,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__N5,N5,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Oleic_acid,Oleic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Palmitic_acid,Palmitic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Pentanoate,Pentanoate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Petroselinic_acid,Petroselinic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Pipecolate,Pipecolate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Proline,Proline,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Propionic_acid,Propionic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Pyruvate,Pyruvate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Score,Score,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Serine,Serine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Stearic_acid,Stearic acid,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Suberate,Suberate,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Threonine,Threonine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Tyrosine,Tyrosine,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__UC1,UC1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__UC2,UC2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__UC3,UC3,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__UC4,UC4,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__UC5,UC5,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N1_rep1,Unique.peptides.N1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N1_rep2,Unique.peptides.N1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N2_rep1,Unique.peptides.N2_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N2_rep2,Unique.peptides.N2_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N3_rep1,Unique.peptides.N3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N3_rep2,Unique.peptides.N3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N4_rep1,Unique.peptides.N4_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N4_rep2,Unique.peptides.N4_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N5_rep1,Unique.peptides.N5_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.N5_rep2,Unique.peptides.N5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC1_rep1,Unique.peptides.UC1_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC1_rep2,Unique.peptides.UC1_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC2_rep1,Unique.peptides.UC2_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC2_rep2,Unique.peptides.UC2_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC3_rep1,Unique.peptides.UC3_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC3_rep2,Unique.peptides.UC3_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC4_rep1,Unique.peptides.UC4_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC4_rep2,Unique.peptides.UC4_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC5_rep1,Unique.peptides.UC5_rep1,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__Unique.peptides.UC5_rep2,Unique.peptides.UC5_rep2,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__metabolite_00002,metabolite__metabolite_00002,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__metabolite_00003,metabolite__metabolite_00003,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__metabolite_00004,metabolite__metabolite_00004,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__metabolite_00006,metabolite__metabolite_00006,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__metabolite_00007,metabolite__metabolite_00007,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
metabolite__metabolite_00008,metabolite__metabolite_00008,metabolome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.6.5.3,EC:1.6.5.3,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__aa.8,aa.8,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__aa.10,aa.10,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__uSGB_5087:Family:k__Bacteria_p__Firmicutes_c__Clostridia_o__Clostridiales_f__Eubacteriaceae_g__GGB3744_s__GGB3744_SGB5087_t__SGB5087,uSGB_5087:Family:k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__GGB3744|s__GGB3744_SGB5087|t__SGB5087,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:3.5.1.1,EC:3.5.1.1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__week_num,week_num,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__weeks_left,weeks_left,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__aa.1,aa.1,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__kSGB_2318:Species:k__Bacteria_p__Bacteroidetes_c__Bacteroidia_o__Bacteroidales_f__Rikenellaceae_g__Alistipes_s__Alistipes_putredinis_t__SGB2318__dup2,kSGB_2318:Species:k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis|t__SGB2318,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__EC:1.3.1.9,EC:1.3.1.9,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
microbe__aa.4,aa.4,microbiome,Tier 4 - model-prioritized exploratory candidate,Evidence Tier II,Evidence Tier II,True,,derived_from_supplementary_table; not_original_training_script,"Authoritative public tier maps recovered S4/S5 primary candidate tier: Tier3->I, Tier4->II, Tier5->III."
